,Name,Actor,Genre,Directors,Maturity,Story-line,Popularity
80212245,The Dragon Prince,"Jack De Sena, Paula Burrows, Sasha Rojen","Animation, Series, Kids’ Programmes, Action & Adventure Programmes, Sci-Fi & Fantasy Programmes, TV Cartoons",,7+ ,An extraordinary discovery inspires two human princes and an elven assassin to team up on an epic quest to bring peace to their warring lands.,
80057506,Edgar Rice Burroughs' Tarzan and Jane,"Marci T. House, Michael Dobson, Omari Newton","Animation, Series, TV Programmes based on Books, Kids’ Programmes, TV Cartoons",,7+ ,"Saved from a plane crash and given supernatural powers, teen Tarzan joins forces with brave city girl Jane to protect his jungle home from threats.",Edgar Rice Burroughs's classic jungle tale gets a modern makeover in this stylish animated series.
80050008,A Series of Unfortunate Events,"Neil Patrick Harris, Patrick Warburton, Malina Weissman","Series, Award-winning TV Programmes, TV Programmes based on Books, Kids’ Programmes, Action & Adventure Programmes, Drama Programmes, Comedy Programmes",,7+ ,"The extraordinary Baudelaire orphans face trials, tribulations and the evil Count Olaf in their fateful quest to unlock long-held family secrets.",Neil Patrick Harris leads a starry ensemble in this Emmy-nominated reimagining of the acclaimed children’s books.
80214792,Creeped Out,"Victoria Diamond, William Romain, Sydney Wade","Series, British Programmes, Kids’ Programmes",,7+ ,"A masked figure known as ""The Curious"" collects tales of dark magic, otherworldly encounters and twisted technology in this kids anthology series.",
80023612,Kong: King of the Apes,"Lee Tockar, Sam Vincent, Alessandro Juliani","Animation, Series, Kids’ Programmes, TV Cartoons",,7+ ,"In 2050, an evil scientist is about to unleash an army of robotic dinosaurs. Now it's up to Kong and friends to fight back and save the day.",
80095435,Greenhouse Academy,"Ariel Mortman, Finn Roberts, Chris O'Neal","Series, Teen Programmes, Kids’ Programmes, Drama Programmes",,7+ ,"When teen siblings Hayley and Alex enter an elite boarding school, they find rivalry, romance and a mystery related to the recent loss of their mom.","Based on the award-winning Israeli series ""Ha-Hamama"" and produced by that series' creator, Giora Chamizer."
80207486,Best.Worst.Weekend.Ever.,"Sam Ashe Arnold, Cole Sand, Brianna Reed","Series, Kids’ Programmes, Comedy Programmes",,7+ ,"Teenage friends plan an epic trip to Comic-Con to meet their idol, only to get caught in one hilariously awkward predicament after another.",
80022632,Between,"Jennette McCurdy, Jesse Carere, Ryan Allen","Series, Canadian TV Programmes, Teen Programmes, Drama Programmes, Mystery Programmes, Sci-Fi & Fantasy Programmes",,16+ ,"After a mysterious disease kills every resident over 21 years old, survivors of a town must fend for themselves when the government quarantines them.",
80240691,The Forest,"Samuel Labarthe, Suzanne Clément, Alexia Barlier","Series, French TV Programmes, Crime Programmes, Drama Programmes, Mystery Programmes",,16+ ,"When a teen girl disappears from a village near the Ardennes Forest, local police and a concerned teacher begin to uncover a web of unsettling secrets.",
80184405,The Innocents,"Sorcha Groundsell, Percelle Ascott, Guy Pearce","Teen Romance, Series, Teen Programmes, Romance Programmes, British Programmes, Drama Programmes, Sci-Fi & Fantasy Programmes",,13+ ,Runaway teen lovers June and Harry find themselves swept up in a dangerous and confusing new world when June begins to display mysterious abilities.,"Guy Pearce (""Memento"") joins young stars Sorcha Groundsell and Percelle Ascott in this gripping supernatural love story."
80098200,Spectral,"James Badge Dale, Emily Mortimer, Bruce Greenwood","Hollywood Films, Action & Adventure, Action Thrillers, Military Action & Adventure, Sci-Fi Thrillers, Sci-Fi & Fantasy, Action Sci-Fi & Fantasy",Nic Mathieu,16+ ,"When an otherworldly force wreaks havoc on a war-torn European city, an engineer teams up with an elite Special Ops unit to stop it.",
80092885,ARQ,"Robbie Amell, Rachael Taylor, Shaun Benson","Thrillers, Sci-Fi Thrillers, Sci-Fi & Fantasy, Cyberpunk, Time Travel Sci-Fi & Fantasy",Tony Elliott,16+ ,"Trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity.","Rachael Taylor (""Jessica Jones"") co-stars in this serpentine sci-fi movie from ""Orphan Black"" writer Tony Elliott."
80197912,Beyond Stranger Things,"Jim Rash, Matt Duffer, Ross Duffer","Series, Reality, Variety & Talk Shows, American Programmes, Teen Programmes, Sci-Fi & Fantasy Programmes, Stand-up & Chat Shows",,13+ ,"Secrets from the ""Stranger Things 2"" universe are revealed as cast and guests discuss the latest episodes with host Jim Rash. Caution: spoilers ahead!",
80191372,A Prayer Before Dawn,"Joe Cole, Vithaya Pansringarm, Panya Yimmumphai","International Films, French Films, Action & Adventure, Dramas, Biographical Dramas, Dramas based on a book, Dramas based on real life, Sports Dramas, Sports Films",Jean-Stéphane Sauvaire,16+ ,"Old habits land boxer Billy Moore in a notorious Thai prison, where he must earn his freedom by fighting Muay Thai tournaments. Based on real events.",
80063265,The Do-Over,"Adam Sandler, David Spade, Paula Patton","Hollywood Films, Action & Adventure, Action Comedies, Comedies, Wacky Comedies",Steve Brill,16+ ,The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.,
80044950,The OA,"Brit Marling, Jason Isaacs, Emory Cohen","Series, American Programmes, Drama Programmes, Mystery Programmes",,16+ ,"Seven years after vanishing from her home, a young woman returns with mysterious new abilities and recruits five strangers for a secret mission.","Star Brit Marling and director Zal Batmanglij also teamed up on the award-winning film ""Sound of My Voice."""
80099016,iBOY,"Bill Milner, Maisie Williams, Rory Kinnear","British Films, Crime Films, Thrillers, Crime Thrillers, Mysteries, Sci-Fi Thrillers, Sci-Fi & Fantasy, Cyberpunk",Adam Randall,16+ ,"When shards of a cell phone get lodged in a teenager's brain, he discovers he can control electronic devices and uses his newfound power for revenge.","""iBoy"" is based on the novel of the same name by award-winning young adult fiction writer Kevin Brooks."
80175802,The Sinner,"Jessica Biel, Bill Pullman, Christopher Abbott","Series, TV Programmes based on Books, American Programmes, Crime Programmes, Drama Programmes, Mystery Programmes",,16+ ,"When a chilling murder sends shockwaves through a small town, a haunted detective's hunt for answers unravels a web of sinister secrets.",Bill Pullman stars as Detective Harry Ambrose in this Golden Globe-nominated anthology series.
80242926,The Princess Switch,"Vanessa Hudgens, Sam Palladio, Nick Sagar","Hollywood Films, Children & Family Films, Dramas, Romantic Dramas, Romantic Films",,7+ ,"When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.","Vanessa Hudgens (""High School Musical,"" ""Powerless"") stars in dual roles opposite Sam Palladio and Nick Sagar."
80179394,Dynasty,"Elizabeth Gillies, Nathalie Kelley, Grant Show","Series, American Programmes, Drama Programmes",,13+ ,The Carringtons and the Colbys feud for control over their fortune -- and their children -- in this updated reboot of the classic prime-time soap.,
80117551,Everything Sucks!,"Jahi Di'Allo Winston, Peyton Kennedy, Patch Darragh","Series, American Programmes, Teen Programmes, Drama Programmes, Comedy Programmes",,13+ ,"It's 1996 in a town called Boring, where high school misfits in the AV and drama clubs brave the ups and downs of teenage life in the VHS era.",
80117038,Big Mouth,"Nick Kroll, John Mulaney, Jessi Klein","Animation, Adult Animation, Series, American Programmes, Comedy Programmes",,16+ ,Teenage friends find their lives upended by the wonders and horrors of puberty in this edgy comedy from real-life pals Nick Kroll and Andrew Goldberg.,"A star-packed cast features Nick Kroll, John Mulaney, Jordan Peele, Jenny Slate, Maya Rudolph, Fred Armisen and more."
80160935,The House of Flowers,"Verónica Castro, Aislinn Derbez, Cecilia Suárez","Series, Mexican TV Programmes, Drama Programmes, Comedy Programmes",,16+ ,"In this dark comedy, a wealthy matriarch tries to maintain her family's facade of perfection after her husband's mistress exposes their dirty secrets.","Manolo Caro also directed Cecilia Suárez (Paulina) and Juan Pablo Medina (Diego) in ""Tales of an Immoral Couple"" and ""Elvira."""
80095815,Santa Clarita Diet,"Drew Barrymore, Timothy Olyphant, Liv Hewson","Series, American Programmes, Horror Programmes, Comedy Programmes",,16+ ,They're ordinary husband and wife realtors until she undergoes a dramatic change that sends them down a road of death and destruction. In a good way.,Drew Barrymore and Timothy Olyphant team up with Emmy-nominated creator Victor Fresco for this genre-bending comedy.
81020005,How to Get Over a Breakup,"Gisela Ponce de León, Karina Jordán, Jely Reátegui","Teen Films, Teen Romance, International Films, Latin American Films, Comedies, Romantic Comedies, Romantic Films","Joanna Lombardi, Bruno Ascenzo",16+ ,"A heartbroken ad copywriter living in Lima, Peru, is inspired to write a blog about life as a single woman and is surprised by her website's success.",
80097349,The Fundamentals of Caring,"Paul Rudd, Craig Roberts, Selena Gomez","Comedies, Dark Comedies, Dramas, Dramas based on a book, Independent Dramas, Independent Films, Independent Comedies",Rob Burnett,16+ ,"In this inspirational buddy comedy, a young shut-in and his caregiver take a road trip in search of landmarks, but end up finding hope and friendship.",Selena Gomez appears as a tough runaway who befriends a snarky teen with muscular dystrophy (BAFTA winner Craig Roberts).
80130625,6 Balloons,"Abbi Jacobson, Dave Franco, Jane Kaczmarek","Critically-acclaimed Films, Dramas, Independent Dramas, Independent Films",Marja Lewis Ryan,16+ ,A loyal sister struggles to stay afloat while driving her heroin-addicted brother to a detox center and looking after his 2-year-old daughter.,
80115671,Girlboss,"Britt Robertson, Ellie Reed, Johnny Simmons","Series, TV Programmes based on Books, American Programmes, Comedy Programmes",,16+ ,"Rebellious and broke, Sophia stumbles into creating an online business and learns how to be the boss. A comedy inspired by the best-selling memoir.","Britt Robertson stars in this comedy series created by the Emmy-nominated writer of ""Pitch Perfect."""
80105690,The Lighthouse of the Orcas,"Maribel Verdú, Joaquín Furriel, Joaquín Rapalini","International Films, Spanish Films, Dramas, Dramas based on a book, Dramas based on real life, Romantic Dramas, Romantic Films, Romantic Films based on a book",Gerardo Olivares,13+ ,A mother travels to Patagonia with her autistic son with the hopes that a ranger and a pod of wild orcas can help him find an emotional connection.,
80227995,Minecraft: Story Mode,"Patton Oswalt, Catherine Taber, Sean Astin","Animation, Series, Kids’ Programmes, TV Cartoons",,7+ ,"Take control of an adventure set in the Minecraft universe. The future of the world is at stake, and your decisions shape the story -- so choose wisely!",
80991329,Larva Island,"Hong Bum-ki, Eddy Lee, Ahn Hyo-min","Animation, Series, Asian Programmes, Kids’ Programmes, Little Kids TV, Comedy Programmes, Little Kids, TV Cartoons",,7+ ,"Stranded on a tropical island, two silly larva buddies find slapstick fun in everything from discovering food to meeting new animal friends.",
80232279,Gnome Alone,"Becky G., Josh Peck, Tara Strong","Animation, Children & Family Films, Comedies",Peter Lepeniotis,7+ ,"After moving into a new house with her mom, high schooler Chloe discovers a troupe of talking garden gnomes who need her help saving the world.",
80179782,The Epic Tales of Captain Underpants,"Nat Faxon, Jay Gragnani, Ramone Hamilton","Animation, Series, TV Programmes based on Books, Kids’ Programmes, Comedy Programmes, Superheroes, TV Cartoons",,7+ ,Fourth-grade friends George and Harold have a shared love of pranks and comic books -- and turning their principal into an undies-wearing superhero.,Sean Astin narrates this epic animated series based on the novels by author/illustrator Dav Pilkey.
80124711,Super Monsters,"Erin Matthews, Alessandro Juliani, Andrea Libman","Animation, Kids' Music, Series, Kids’ Programmes, Education, Little Kids TV, Little Kids, TV Cartoons, Education & Guidance",,All ,Preschool kids whose parents are the world's most famous monsters try to master their special powers while preparing for kindergarten.,
80147920,Robozuna,"Taylor Clarke-Hill, Tom Clarke-Hill, Larissa Murray","Animation, Series, British Programmes, Kids’ Programmes, TV Cartoons",,7+ ,A boy and his homemade robot enter the toughest competition in the universe while attempting to free their oppressed home from an evil empire.,
80988892,Next Gen,"John Krasinski, Charlyne Yi, Jason Sudeikis","Hollywood Films, Animation, Action Comedies, Children & Family Films, Comedies, Sci-Fi & Fantasy, Blockbuster Sci-Fi & Fantasy","Kevin R. Adams, Joe Ksander",7+ ,"When lonely Mai forms an unlikely bond with a top-secret robot, they embark on an intense, action-packed adventure to foil the plot of a vicious villain.","This explosive animated thrill ride is based on the comic ""7723"" by Wang Nima."
80215086,Brainchild,"Sahana Srinivasan, Alie Ward, Ben Seidman","Series, Reality, Variety & Talk Shows, Kids’ Programmes, Education & Guidance",,7+ ,"From germs and emotions to social media and more, it's the science of your world explained in a way that's refreshingly relatable.",
