,Name,Actor,Genre,Directors,Maturity,Story-line,Popularity,Production,Distributed_by
0SOZ2L37QF9SGHKY38IBX0SUZ6,Raju the Auto-rickshaw,"Jason Griffith, Erica Schroeder, Wayne Grayson","International, Kids",Suraj Varma, All Ages Kids,"Raju's friends and his cousin Nando are on trip to Finpur an eco friendly place, full of colour and fun. Nando is very happy to meet raju's friends including truck, taxis, buses, bikes, boys and girls. Nando is not that glad to welcome Garbo. the garbage truck which hurts his sentiments and leaves his job. Will Nando realise the importance of his job? Will Garbo return to his job?",,Accel Animation Studios,
0LCQZNCIUMBKY3DRZWFG78ZMFQ,Hard Hat Harry,,Kids,Lucius G. Tatum, All Ages Kids,"Join Hard Hat Harry, the loveable Genie, as he teaches kids what it's like to work alongside the men, women, and animals of our police departments, exploring the ins and outs from cars and motorcycles to bicycles and boats.",,Total Content Digital,
0FFKCZUQ03UJ8NVLFPLW5J7NF1,The Numtums - Season 01,,Kids,, All Ages Kids,"Meet The Numtums - they're furry and they're fun! Join our spirited gang as they take us on lively, animated adventures where one thing you can always count on is fun!",,,
0PHVY2JD2C87OE5H8VVN3W7TLX,Ozie Boo Winter Adventures - Season 1,"NA, NA, NA",Kids,Olivier Lelardoux, All Ages Kids,"The Ozie Boos are excited about the approaching Christmas celebrations and the New Year's eve that follows. They meet Niourk, a cute little Mammoth, on their way to Santa-land. With adventures sprinkled all through their journey, their escapade is nothing short of a roller coaster ride. It is interesting to see how the Ozie Boos deal with all the surprising experiences that come their way.",,"Cyber Group Studios, Esteban Productions",
0NQ01KMODP44PSDZTS6IXB3VJ8,Hard Hat Harry,,Kids,Lucius G. Tatum, All Ages Kids,"Hard Hat Harry teaches kids about Fire Trucks! Featuring all kinds of amazing fire engines, awesome equipment, and more! Plus spectacular footage of real firefighters in action!",,Total Content Digital,
0P0VR387GQPEKUTZXBJSHOTH97,Hard Hat Harry,,"Kids, Special Interest",Lucius G. Tatum, All Ages Kids,"In this hour long, thrill-packed adventure you'll not only see more than 40 pieces of construction equipment on the job, but how they work together on actual construction sites. These monster machines even talk! Bulldozers, cranes, dump trucks, asphalt pavers and drillers, bucket trucks, steam rollers, backhoes, concrete pumpers, forklifts, Mine drillers, blasting with dynamite and so much more!",,Total Content Digital,
0LL9Y1DFBFSZRN5VWFQYNTVOX1,Wheels On The Bus And Other Most Popular Nursery Rhymes 30 Minutes And More HD Version,Animated Characters,Kids,Smita Maroo, 7+ Older Kids,Shemaroo Kids presents a wonderful compilation of your all-time favourite nursery rhymes in different musical styles. The group performance you have planned will now be fun with a lot of actions with this compilation of nursery rhymes. Enjoy the non-stop classic rhymes in this video.,,Shemaroo Entertainment Ltd,
0TN4ODWUTG555LU1I9CIK5755T,Hard Hat Harry,Anthony Paul,Kids,Lucius G. Tatum, All Ages Kids,"Take off with Harry as he learns how to fly a whirlybird, discovering helicopters that take off from ships and land on mountaintops, and see how a TV news 'copter films headlines.",,Total Content Digital,
0N0FBSNWTD283NOIZQJ18YFRJ4,Hard Hat Harry,,Kids,Lucius G. Tatum, All Ages Kids,"Join Hard Hat Harry and friends as they explore and learn all about Boats and Ships! Featurs thrilling footage of ocean liners, tugboats, submarines, hovercrafts, and more.",,Total Content Digital,
0I5NHZ5THX8WQZNJXRICDBBSYK,Hard Hat Harry,Anthony Paul,"Sports, Special Interest, Kids",Lucius G. Tatum, 7+ Older Kids,"Hogs to choppers, cruisers to sport bikes... see why millions of riders love all these awesome motorcycles. The first stop on your road-trip will be a motorcycle shop where you'll learn about different types of bikes and hear how yesterday's basic bicycle became today's super-charged motorbike. When you've picked your favorite, it's off to the races to see what kind of riding is just your speed.",,Total Content Digital,
0S7X8UNFANVEL2XYH5SGGS9863,Cat vs Keet - Season - 01,,"International, Kids",, All Ages Kids,"Cat and Keet embark on an journey filled with hysterical escapades! Colourful characters like Sethji, Katreena, the neighbouring cat, and the 'Mean Cats' street gang who make appearances and promise to make one laugh ones guts out!",,Toonz Animation India Pvt Ltd,
0MJBLS6V4ZNGF8QGQ5LMO31CVJ,Patch Pillows - Season 1,,Kids,, All Ages Kids,"Join Sunny, Manny, Penny and Annie as they embark on an amazing adventure in a colourful world made of pillows. They learn the value of friendship and teamwork. As a teacher to the group, Mr Fern provides advice to them about important life lessons such as encouraging your friends to get better in all walks of life. Watch as the group overcome challenges and support each other in their adventures.",,Cyber Group Studios,
0LY1ZGF9FLYID70JVM6ZAWRW8X,Hard Hat Harry,Anthony Paul,"Kids, Special Interest",Lucius G. Tatum, All Ages Kids,"Join Hard Hat Harry, the lovable Genie, as he teaches kids about many of the spacecraft used to send man into space.",,Total Content Digital,
0R9VMGL41GUD3LIYB3JTDK4MQ0,Hard Hat Harry,,Kids,Lucius G. Tatum, All Ages Kids,"Join Hard Hat Harry, the loveable Genie, as he teaches kids all about race cars!",,Total Content Digital,
0TN4ODV9JM1J1C2KH552MZWZSI,Hard Hat Harry,,Kids,Lucius G. Tatum, All Ages Kids,"Join Hard Hat Harry, the loveable Genie, as he teaches kids all about your local Post Office! Sort letters lickety-split before they start their journey on huge airplanes and semi-trucks with destinations all over the World! This is first class fun!",,Total Content Digital,
0O2SEGIUIV9CQL9INNKOH9377S,Hard Hat Harry,,Kids,Lucius G. Tatum, All Ages Kids,"Join the lovable genie, Hard Hat Harry and his group of friends for their exciting journeys into the world of farm equipment",,Total Content Digital,
0OSB9J1EQS6CR9SOHNROEI2PGF,Garth & Bev - Season 1,"Daniel Culleton, Mia Murphy, Gerry O'Brien",Kids,Stuart Shankly, All Ages Kids,Garth and Bev is set in the Bronze Age and centres on the adventures of Garth and his little sister Bev.,,,
0LCOZXEW3VZYBD1TZXL6EQCKP6,Nina & The Neurons - Season 2,"Katrina Bryan, James Dreyfus, Kelly Harrison",Kids,"Derek Farrell, Sarah Barclay, Emma Bond, Shiona McCubbin, Rachel Berry", All Ages Kids,Nina enlists the help of her five sense neurons to answer a scientific question.,,,
0U44KNM1JH35JP2RFNGHZHSRUU,My Pet and Me,,Kids,, All Ages Kids,Series showing children what it really means to have a pet. Ferne and Rory visit Malawi in Africa. Ferne visits Agnes at a wildlife camp.,,,
0M29PL29JN9LMJZTXQS5YQRW17,Nuzzle & Scratch - Season 01,"Dave Chapman, Neil Sterenberg",Kids,, All Ages Kids,"Nuzzle and Scratch, two Alpaca's, work for the Two by Two Employment Agency. They take on a series of different jobs, none of which they can do properly, with hilarious results.",,,
0TEJUYQ00TA607JGY5J4OM4GUX,Swashbuckle - Season 3,"Gemma Hunt, Joseph Elliott, Richard David-Caine",Kids,, All Ages Kids,Pirate-themed physical gameshow where a team of daring young swashbucklers win jewels.,,,
0TEJV0DB3A1R2WQSQ203EFU0OL,"Floopaloo, Where Are You? -S1","NA, NA, NA",Kids,"Hugo Gittard, Jean Cayrol", All Ages Kids,"Away at a camp during summer vacation, Lisa and Matt discover an astounding world inhabited by moustached stones, electrified pigs, memory trees and by the legendary Floopaloo. The two cousins and their friends set out in search of this mythical creature who is supposed to make all their dreams come true.",,Xilam Animation Studio,
0MF42BMDNAQ0WIYK5AHK5819OW,Hard Hat Harry,,"Kids, Adventure",Lucius G. Tatum, All Ages Kids,Join Hard Hat Harry as he encounters your favorite Christmas characters in a magical holiday adventure!,,Total Content Digital,
0MAUM0KDFEB1ARQ8P7WQ9C1NKP,Hard Hat Harry,,Kids,Lucius G. Tatum, 7+ Older Kids,"Join Hard Hat Harry, the loveable genie, on a trip to the circus, featuring very special footage of trapeze artists, animal acts and clowns in action!",,Total Content Digital,
0O2QEHNS78SYJBWFXQFW9IXRDD,Zingzillas,Josh Elwell,Kids,, All Ages Kids,"The jungle's coolest sloth, DJ Loose attempts to encourage children at home to dance with the ZingZillas in a series all about music and movement.",,,
0N0DBY9ID05C4Q914INS3GQ3RO,Gigglebiz,Justin Fletcher,"Comedy, Kids",, All Ages Kids,"Gigglebiz is a comedy sketch show aimed at real little gigglers with of one of the UK’s favourite presenters, Bafta-winner Justin Fletcher.",,,
0OO1TM9PEZEFX832KKG5KJTKCJ,Show Me Show Me,"Chris Jarvis, Pui Fan Lee",Kids,Helen Sheppard, All Ages Kids,"Join Chris, Pui and all the toys in a special episode listening out for winter sounds. There are plenty of winter songs and some very special guests coming up in the lift too.",,,
0H7IAYH8KI6MJVR9G2XU8G1V3O,Tellytales - Season 01,,Kids,, All Ages Kids,"An innovative mix of animation and live action where children help create the artwork and play all the characters in re-tellings of myths, legends and tales from around the world.",,,
0ND5P2TQXFCCCO9JL3W3BE4VWY,Chutti_Ho_Gayi_GG,,"International, Kids",Rajiv Chilaka, All Ages Kids,"Raju is really excited about his summer vacations. He reaches home and is shocked to see his mischievous cousin Tiya. He joins a summer camp in order to escape Tiya's terror, but unfortunately, she joins him there. The kids are on their way to summer camp when suddenly the bus is shaken up by the shockwave of the energy blasting through Karaati's hand.",,,
0G9EJWMUBNSE53L4JXMXCKTEIJ,Battery Low,,"Kids, International",Rajiv Chilaka, All Ages Kids,"Aryanagar is thrilled at the prospect of a meteor. The scientific community including Swami is busy tracking the meteors, especially Omega 2 – a compound unlike any other ever found. Karaati too is keeping his watch on the compound; Raju too is stunned by its powers.",,,
0PYXNKPFU8EZRF2ML9BJBMPGT8,MR vs Mighty Clone,,"International, Kids",Rajiv Chilaka, All Ages Kids,"The History class in school is monotonous and Raju's mischief backfires when the teacher punishes their group with a tough assignment. Working together, the kids comment that studying history would have been fun if they had seen the events themselves. Raju decides to build a Time Machine and they succeed with Cheeky's help.",,,
0LCOZZRJYFAMO8ZM4Z18VB6KBI,Ice Ice Mighty,,"Kids, International",Rosauro B Adorable, All Ages Kids,"The kids go for a sports camp to Leh, Ladakh. Led by Dolma, Raju and friends trek up to the outskirts of the snow-capped mountains and run into some lamas. Hearing that something called the Ratufan has scared the lamas, Dolma rushes the kids back to the campsite.",,,
0JGJ4Z86HU797FWM7PZITJW0FC,Mighty Raju Choro Ki Toli,,"International, Kids",Shyamal, All Ages Kids,"Raju is on cruise with friends where two dorky criminals are also on board who land the ship in trouble, risking everyone's life. MR stops the colliding ship with his mighty strength and motivation.",,,
0TAABRI1B9T0KVSTSEVU6J3NMO,Chak de Mighty Raju,,"International, Kids",Rajiv Chilaka, All Ages Kids,"There is a cricket match in Aryanagar and everyone is having fun, including Raju and friends. Trouble is not far behind as some goons have planned to kidnap the minister.",,,
0HSUMNF8C4QTQ1W5CZ4UHR586B,Raju Ban Gaya Rajkumar,"Julie Tejwani (Voice), Sabina Malik (Voice), Jigna Bharadwaj (Voice)","International, Kids",Asit Mahapatra, All Ages Kids,"Raju goes to Bardon where Prince Aram, Raju’s look alike, is not to be found. Raju finds the culprit to be Aram’s uncle and gets him arrested.",,,
0QX19WFV1ASV6W5XBGJN7FY1DD,School is Cool,,"International, Kids",Rajiv Chilaka, All Ages Kids,"Karaati lands in an African desert after being defeated at the hands of Mighty Raju. As he thinks about his counter-attack, a mysterious tracker appears and takes him away. His savior is a distant relative by the name Kanchu. Meanwhile, there is a new principal at Aryanagar Public School whose stricter discipline measures give Charlie and his sidekicks a tough time.",,,
0K62GXXEOUMP8SGUOI58A7ZKIB,Aryanagar Under Water,,"International, Kids",Rajiv Chilaka, All Ages Kids,"Super villain Karaati is working furiously alone in his lab in Antarctica. He uses Neutrino to cause the polar icecaps to melt and finds horrifying, fossilized creatures from the Ice Age. He has also built a machine that can detonate an asteroid hurtling through space. As the meteor explodes from space onto Earth, a deadly tidal wave crashes over Aryanagar flooding in the city.",,,
0O2QEQRK8D5668ZXX3YDHKH9RP,The Commandos,,"International, Kids",Rajiv Chilaka, All Ages Kids,Mighty Raju has become international and his popularity is only growing. Karaati has yet again escaped prison but is having a tough time financially. He chances on an abandoned pet shelter at the outskirts of Aryanagar and uses his scientific know-how to rigs up a device to control the animals. He then unleashes these 'K'ommandos into the city.,,,
0ST8IOQJ78PG4UDW7HLZ3J6ZY5,Time Travel,,"International, Kids",Shyamal Chaulia, All Ages Kids,"Raju and Gopi are playing a Mighty Raju computer game where Raju is losing. Meanwhile, a foreign scientist has come to Aryanagar and seems up to some mischief with Neutrino. Further, Shyamu sees some mysterious people at night and worries when his friend Golu goes missing.",,,
0JP0NWO3LZ1I4WFJMBBDI6VJYT,Space Race,,"International, Kids",Rajiv Chilaka, All Ages Kids,"Aryanagar is thrilled as Prof. Swamy and his team are the first men to go on a space mission to establish the Aryanagar space station. Meanwhile Karaati in his lab is looking at images of the space centre, making elaborate plans in his underground hideout. Just as everyone is celebrating the success of the mission, Karaati's virus begins to lock down the station.",,,
0JKR7MV6YRBD5PSC1X0TNIWCOC,Mighty Raju,,"International, Kids",Rajiv Chilaka, All Ages Kids,"Mighty Raju is the story of the boy Raju, who lives with his parents and dog Moby in the city of Aryanagar. Raju's father, Swami is a famous scientist who creates a powerful compound called Neutrino with his colleague Karaati. When Swami's wife Sandhya is pregnant, she accidentally drinks the Neutrino potion mistaking it for a beverage.",,,
0I9VDG4UXM6J0IVYB6T223ZTYO,Mighty Ka Mighty Attack,,"Kids, International",Shyamal Chaulia, All Ages Kids,"An excited Gopi decides to go for a dig to find the ancient underground city, Valtra but gets sucked into it. With his birthday coming up, Raju misses Gopi. Worried, MR sets off to find Gopi and gets sucked into Valtra. On reaching there, he finds Gopi and also sees how evil Gazin plans to destroy Aryanagar.",,,
0GDNZIO7Q7S9WF9PWU1ZLG3I9I,MR in Game Over,,"International, Kids",Rajiv Chilaka, All Ages Kids,"Karaati has been captured and his XLN ray device confiscated by the scientific research department. Meanwhile in Aryanagar, a famous foreign toy company has set up a manufacturing unit to make Mighty Raju action figures. They also announce a virtual game where kids can play alongside their superhero.",,,
0MF22W8F2CBK7VE3ZQTRS5XRYJ,Kid Krrish 3 - Mystery in Mongolia,"NA, NA, NA","Kids, International",Deepak Nair, All Ages Kids,"Kid Krrish and Jaadu set out to seek an ancient statue in Mongolia. Evil lurks, as Dr Para has developed a new bionic body and is devious as ever. WIll Kid Krrish be successful in saving his friends and defeat Dr Para and the evil Gozonian aliens?",,Toonz Animation India Pvt Ltd,
0GUQEGEXBX5YLNQN7JJ28YN8HB,Super Bheem Planet Toyz,"Sonal Kaushal (Voice), Rupa Bhimani (Voice), Julie Tejwani (Voice)","International, Kids",Krishna Mohan, All Ages Kids,Sky Dragon takes the gang to Planet Toyz for a well-deserved break. The gang is super excited to go there as Sky Dragon reveals the coolest toys in the universe are made on this land.,,,
0IIE4XVC9GJAR9YCXO0GS7IUDY,Rio to Goa,,"Kids, International",Arvind C Jadeja, All Ages Kids,"Raju had a splendid adventure in Rio but just when it is time to go home, he receives an invitation from Gopi to attend a Carnival in Goa. Through a strange series of events at the airport, an artificial creature is found in Raju's bag. When Raju goes for a banana boat ride with his friends, a huge sea-dragon appears and tries to take away the android creature Fizzy.",,,
0MNL4A5QI6MGK7IOIN6AO3OU7F,Most Wanted,,"International, Kids",Arpan Sarkar, All Ages Kids,"Raju is having a peaceful life while Mighty Raju is busy solving crimes and saving people. The government receives intelligence that Bosco and Carlos, two of the world's most-wanted criminals have escaped from prison. They plan to set up a weapon smuggling business in Aryanagar with local criminals Victor, Ranga and Billu. With danger looming large, Commissioner Khanna and Swami get involved.",,,
0S3NSZ2CHBCWTXXTIB99B4EX36,Chhota Bheem Banjara Masti,,"International, Kids",Rajiv Chilaka, All Ages Kids,"The stage is set for Bheem and his friends as Zakun the Sorcerer makes his entry. He recruits the group to help him look for the missing talisman from his village. Strange things happen on the way, which lead us to believe there is something going on, but nobody knows what!",,,
0JXJHUYRAQQRU94UPAEP7B09FR,Alien Dost,,"International, Kids",Rosauro B Adorable, All Ages Kids,An Indian satellite in outer space is hijacked by an alien and its usual operations are disturbed. Raju discovers this on Swami's laser scanner and tries to communicate with the alien. The Alien tells Raju that he is a scientist on his planet and needs to observe Earth. The alien is kidnapped by Karaati when Mighty brings him to Earth.,,,
0TABPKDP2I3TJS07HUOJL9HACH,Super Bheem Super Jasoos,,"Kids, International",Krishna Mohan, All Ages Kids,Super Bheem and friends are enjoying a holiday at a hotel. But valuables get stolen and Kalia is blamed for it. Super Bheem proves Kalia innocent by catching the culprits and saving the hotel.,,,
0L463DDTRYFYOPZZ8QMXOT3GN4,The Magnetors,,"International, Kids",Rajiv Chilaka, All Ages Kids,"The Magnetors are a species of hostile and ambitious humanoid aliens. They are in a dilemma as their technology had emitted potent rays to harm humans lives. The prime Magnetor commands them to get the energy from the core of the earth, which is located in Aryanagar. Meanwhile Karaati and Dark Wind escape from jail to fight Mighty Raju.",,,
0K1U8A1GFZODM5RQLOJMV8JNPZ,Super Bheem Toota Khush Tara,"Sonal Kaushal (Voice), Rupa Bhimani (Voice), Julie Tejwani (Voice)","Kids, International",Krishna Mohan, All Ages Kids,"SB and his friends are on a tour to deliver a secret packet to Poyo, the scientist of Khushnagar. They finish their job and also eradicate the evils from keeping the inhabitants of Khushnagar unhappy.",,,
0IE4RUUHY4FXEUSH1CBBCUA38B,Super Bheem Hawa mein Halla,,"International, Kids","Krishna Mohan Chintapatla, Rajiv Chilaka", All Ages Kids,"Chhota Bheem and his friends go on a series of adventures. Using his might, Bheem fights menacing villains to restore peace.",,,
0OB9BCUVI7H2HOQNJGPR7C7R2W,Main hoon Super Bheem,,"Kids, International","Krishna Mohan Chintapatla, Rajiv Chilaka", All Ages Kids,"Chhota Bheem and his friends take a ride with Sky Dragon to the magical realm of Saamantar. They befriend Baboks, the people of the kingdom who protect Jadooi Jantar. But the Evil Hokum has a different plan in mind and threatens to acquire the Jantar for destruction.",,,
0HX30QEI0SSWORYANITDZ5EJIV,Buzz & Tell - Season 1,,Kids,Jon Doyle, All Ages Kids,"Buzz & Tell is a fun and entertaining question and answer show which sees a team of puppet contestants battle it out to win points, overseen by a walrus quiz master.",,,
0GM6XCUNR0VU6ICH1J95PRZWY6,Salty’s Waggy Tales - Season 01,Bernard Cribbins,Kids,, All Ages Kids,Old Jack tells stories about the adventures of his dog Salty.,,,
0FFKAT86I38PFGA4WQFH5I9UOQ,Chhota Bheem The Crown Of Valhalla,,"Kids, International",Rajiv Chilaka, All Ages Kids,"Bheem and his friends are returning from the kingdom of Raunakpur when lightning strikes and they are caught in a sea-storm. Their ship 'Dholakpur Queen' is tossed and turned on the waves and captain Samudra Sen tries his best to keep it afloat. When the storm abates, Samudra Sen is stunned and says 'Valhalla'.",,,
0PUQ33SBMVZ6LXLZIDMP7BRX72,Maai Baap,"Sandeep Kulkarni, Vikram Soori, Mohan Agashe",Kids,Gajendra Ahire, All Ages Kids,Maai Baap' is about a couple's struggle to lead normal lives after they lose their young son in a local train bomb blast.,,,
0PHWLXSFHEY5WWAMCOMQR31ZRM,Dennis the Menace - Season 1,"Jeannie Elias, Brennan Thicke",Kids,Michael Maliani, All Ages Kids,Dennis the Menace jumps off the pages of Hank Ketcham's newspaper cartoon feature and onto your TV screens through the magic of animation!,,dhx_media,
0TEJRTCHHY7L02YXCCNBZ8HR6U,3rd & Bird - Season 1,"Eden Jarrett, Sam Lewis, Morgan Gayle",Kids,Jennifer Oxley, All Ages Kids,"Story about a community of birds that live, learn and play in the branches of a beautiful old tree. The vibrant treetop community of 3rd & Bird is alive with singing, whistling and dancing.",,,
0T1TEWJGYJIAJFX3BPCBGVQB6U,Hard Hat Harry,,Kids,Lucius G. Tatum, All Ages Kids,"Join Hard Hat Harry, the loveable genie, and his young friends Eric and Kimberly, for a journey into the exciting world of House Construction. You'll see roaring bulldozers, excavating worksites, huge cement trucks, hammer swinging carpenters, and electricians and plumbers in an entertaining way that children will love.",,Total Content Digital,
0OWMMC4WVNUX15JDG0DNL6P7FK,Twinkle Twinkle And Other Most Popular Nursery Rhymes 60 Minutes And More HD Version,Animated Characters,Kids,Smita Maroo, 7+ Older Kids,Shemaroo Kids presents a wonderful compilation of your all-time favourite nursery rhymes in different musical styles. The group performance you have planned will now be fun with a lot of actions with this compilation of nursery rhymes. Enjoy the non-stop classic rhymes in this video.,,Shemaroo Entertainment Ltd,
0T1RI2RU8D481OBW18MLNNUV71,Balloopo- Season 1,"NA, NA, NA",Kids,James Joo, All Ages Kids,"High up in the sky, beyond the clouds exist a mystical land where everything is made of balloons, the street, buildings and even the people. In this land where there is minimum gravity, watch Balloopo, a big blue elephant and his companion Paru, the orange-haired balloon boy and their adventures as they go about in this bouncy, bloated land of fun.",,Cyber Group Studios,
0J3PJP18XY058JGK7TR1CNYE8P,Mr. Bloom's Nursery,Ben Faulks,Kids,Simon Hall, All Ages Kids,"The Veggies are visiting a log cabin for Christmas, but it needs decorating, so Mr Bloom enlists the help of some Tiddlers at a Christmas tree farm.",,,
0O2QEM8UMGFPYPXU3AU69UKGL6,Clangers - Season 01,Michael Palin,Kids,"Chris Tichborne, Mole Hill", All Ages Kids,"Clangers are small creatures living in peace and harmony on – and inside – a small, hollow planet, far, far away, nourished by Blue String Pudding, and Green Soup harvested from the planet's volcanic soup wells by the Soup Dragon.",,,
0MF22H0UNYZR0RXBRE9XXF4H5L,The Large Family - Season-01,Tyger Drew-Honey,Kids,Philippe Balmossière, All Ages Kids,"The Large family are full of life, funny and exciting family of elephants, and with them there's always something fun going on.",,,
0QSSQHAYI6OAGTSBDOT74UW0M4,Peppa Pig - Season 1,,Kids,, All Ages Kids,"Peppa is a loveable, cheeky little piggy who lives with her little brother George, Mummy Pig and Daddy Pig. Peppa’s favourite things include playing games, dressing up, days out and jumping in muddy puddles. Her adventures always end happily with loud snorts of laughter.",,Entertainment One,
0G55ZTL6M4AAOE7HONDM9S1ZGZ,Ben and Holly's Little Kingdom - Season 1,,Kids,, All Ages Kids,"Holly, a young Fairy Princess, is still learning how to fly and her magic doesn’t always go quite according to plan. Her best friend, Ben the Elf, doesn’t have wings and he doesn’t do magic. But elves are very good at making things - especially toys. They live in the Little Kingdom - a tiny land where flowers and grass rise above the tallest towers.",,Entertainment One,
0NYGYQHQBPFH3PMK7LAM74BPMU,Chi's Sweet Adventure - Season 1,,"Kids, International, Anime",Kiminori Kusano, All Ages Kids,"Chi is a sweet playful kitten who’s always full of energy. She lives with the loving Yamada family. Her daily routine is to drink milk, take naps, and go walk in the park. Though she does occasionally get into fights with Yohei, the little boy who Chi loves, as well as the other cats in the neighborhood, she makes up with them straight away.",,TV TOKYO,
0MJBV07BPI48LSJRCMSNIJS6P0,Kid vs. Kat - Season 1,"Erin Mathews, Tabitha St. Germain",Kids,"Rob Boutilier, Josh Mepham, Greg Sullivan", 7+ Older Kids,"When 10-year old Coop's spoiled little sister Millie brings home a mysterious stray cat his idyllic life is turned upside-down.It turns out that this is no cat at all, but rather a malevolent space alien who just happens to look like a cat.What's more, this evil invader now blames Coop for stranding him here on Earth and is determined to destroy him!",,dhx_media,
0LL8NMKZJF32CU78ZAE4Z86ATH,Classic Popeye,"Jack Mercer, Mae Questel, Jackson Beck",Kids,Jack Kinney, All Ages Kids,"Popeye is one of the most popular cartoon characters of all time. This spunky but loveable spinach-eating sailor continues to delight young and old with his comic adventures, and  the entire gang is around to provide plenty of rousing fun and action: Olive Oyl, Swee'Pea, Wimpy and Bluto.",,FilmRise,
0MF2C3TYLQTZ1U4HK52LVHZO5D,ChuChu TV Nursery Rhymes and Kids Songs - Season 1,,"Kids, International",, All Ages Kids,ChuChuTV is designed to engage children through a series of upbeat nursery rhymes and educational songs with colorful animations.,,,
0LTQT6AYWL7SFC7HY62EQTCREO,The Great Pirate,,"International, Kids",Rajiv Chilaka, All Ages Kids,One night three Ninjas sent by Karaati sneak into the Reserve Bank of Aryanagar. Raju gets the signal and rushes to the bank to save the documents containing secrets of the Indian Missile Control.,,,
0KABX88244A5OIJ4CZ06CT98QE,Aamna Saamna,,"International, Kids",Rajiv Chilaka, All Ages Kids,"Mighty Raju is now internationally known and among the many followers of his webpage is Gujan, a theme park owner. However, Gujan's theme parks are not doing well and he decides to build a completely new jungle theme park. Meanwhile, Karaati is being chased down by some military super jets when a blue jets appears and takes him away.",,,
0R5K3XHX3EUS4SSI714QEN239I,Hi Jack,,"Kids, International","Rajiv Chilka, Sidheshwar Shukla", All Ages Kids,Ajay Chachu is visiting and Raju is happy. But a fighter plane with escaped terrorists lands on the air strip of Aryanagar and plan to hijack a plane. Raju appears as Mighty and is shocked to see Ajay Chachu unconscious. The co-pilot is a terrorist who tells Might that he will let the plane nosedive into the sea if they do not get the military secrets.,,,
0IV6HOQLMNDIP7R2NE8V9T7ME2,Bachhon Ka khel,,"Kids, International",Rajiv Chilaka, All Ages Kids,"Raju and his classmates are pleasantly surprised when the new semester begins with a great class by the new arts teacher Kiara. Students and staff like her very much and wish to arrange a welcome bash for her. Kiara however refuses, saying that she has planned a surprise for her son's birthday. Her son is none other than Karaati, who is planning to attack the defense forces of Aryanagar.",,,
0H7JW35OK0IJRZZUQR16209X3T,Troy The Train of Car City,,Kids,Edouard Desmettre, All Ages Kids,"Troy the Train is the fastest train in the world! He makes sure that new vehicles arrive safely in Car City, and join the Car Team! Every day, Troy the train meets new friends, who follow him in amazing adventures.",,Amuse Animation,
0P549DW6R7BN66WE88XQ0MY5E0,Popeye,"Jack Mercer, Marilyn Schreffler, Allan Melvin",Kids,"Ray Patterson, Carl Urbano, Oscar Dufau, George Gordon, Chris Cuddington, Rudy Zamora", All Ages Kids,"After several decades as one of the most popular and beloved cartoon characters in the world, ""Popeye: The Continuing Adventures,"" a new wave of adventures, took America by storm. Still packing the spinach-eatin' punch of the original classics.",,FilmRise,
0RMNF5EAK66837YU6GPY3E6BOO,If You Give A Mouse A Cookie - Season 101,"Lara Jill Miller, Jessica DiCicco, Scarlett Estevez",Kids,"Collin Tsandilis, Emmanuelle Gignac, Shi Chang", 7+ Older Kids,"Based on the beloved books by Laura Numeroff and Felicia Bond, we get to know Mouse, Pig, Moose, Dog and Cat and their favorite humans. When Mouse and friends get together, one thing leads to another in the most unexpected ways. You never know where things will end up, but you can be sure that IF Mouse and Friends have adventures, THEN they will just have to have fun the whole time!",,Amazon Studios,
0TRCP013X8PNTJ3UWDTFCZ41LR,Inspector Gadget - Season 1,"Don Adams, Cree Summer Franks",Kids,"Ray Jafelice, Ken Stephenson, Dave Cox", All Ages Kids,"Inspector Gadget is the world's 1st bionic police detective. Gadget's destiny is marked by the letter G - gadgets, gags, & goofs! With help from Penny & Brain he always gets the bad guys!",,dhx_media,
0R1CEKNKCHH9USEY4T70MENM8V,Akbar Birbal,"Akbar, Birbal","International, Kids",Ultra Media & Entertainment Pvt. Ltd., 7+ Older Kids,Lively stories about Emperor Akbar and his favorite courtier Birbal.,,Ultra Media & Entertainment Pvt. Ltd.,
0IV6VSH6Q3O94YKYDHV5O29KIQ,The New Archie's - Season 1,"J. Michael Roncetti, Michael Fantini, Lisa Coristine",Kids,Jim Simon, 7+ Older Kids,An updated version of the animated version of the classic comic book series.,,dhx_media,
0PYXNRSQ1FM0UP9DLC64D1126N,Vitaminix - Season 01,"NA, NA","International, Kids",Juan Linares, All Ages Kids,"This season covers the nutritional value of an average person's daily food intake in the most fun way. It shows the careful segregation of the mineral value of every food item, coupled with interesting facts of the effect of it on other livings beings that consume it. From the natural abilities of monkeys to swing from one tree to another to lions tearing meat, food has never been more exciting.",,"Dual Y Cual, Icon Animation",
0LGYPQILFSN0K6Y0GSJDS5KMB9,ChuChu TV Surprise Eggs Toys - Season 1,,"Kids, International",, All Ages Kids,"ChuChu TV Surprise engages toddlers with a series of surprise eggs learning videos where ChuChu, ChaCha, Chiku and Chika explore different areas / places / things with “Mr.Harlo - The Unicorn Elephant” with magical powers and learn all things including Alphabets, Numbers, Vehicles, Colours, Shapes, Animalsand so on. We hope these videos educate your kids in the most entertaining way.",,,
